id,raw_text,canonical_transliterated,canonical_italic,canonical_words_only,translation,year_from,year_to,intact_token_ratio,data_quality
206,raufe(s),raufe(s),𐌓𐌀𐌖𐌚𐌄(𐌔),,mrs-larthis-daughters-husband,,,0.000,clean
2062,v(e)pr(e)th(e)sa,v(e)pr(e)θ(e)sa,𐌅(𐌄)𐌐𐌓(𐌄)𐌈(𐌄)𐌔𐌀,,mrs-cusinei,,,0.000,clean
2065,cutnei(al),cutnei(al),𐌂𐌖𐌕𐌍𐌄𐌉(𐌀𐌋),,mr-little-velia,,,0.000,clean
642,p(uple),p(uple),𐌐(𐌖𐌐𐌋𐌄),,,,,0.000,clean
6421,minimuluvanicemamarceapuniievenala,minimuluvanicemamarceapuniievenala,𐌌𐌉𐌍𐌉𐌌𐌖𐌋𐌖𐌅𐌀𐌍𐌉𐌂𐌄𐌌𐌀𐌌𐌀𐌓𐌂𐌄𐌀𐌐𐌖𐌍𐌉𐌉𐌄𐌅𐌄𐌍𐌀𐌋𐌀,minimuluvanicemamarceapuniievenala,,,,1.000,clean
6434,------------------anicelaricev----------,------------------anicelaricev----------,------------------𐌀𐌍𐌉𐌂𐌄𐌋𐌀𐌓𐌉𐌂𐌄𐌅----------,,,,,0.000,clean
6447,ranza,ranza,𐌓𐌀𐌍𐌆𐌀,ranza,,,,1.000,clean
6449,mizinacevelth----,mizinacevelθ----,𐌌𐌉𐌆𐌉𐌍𐌀𐌂𐌄𐌅𐌄𐌋𐌈----,,,,,0.000,clean
6456,minemuluv----eceavilevipiiennas,minemuluv----eceavilevipiiennas,𐌌𐌉𐌍𐌄𐌌𐌖𐌋𐌖𐌅----𐌄𐌂𐌄𐌀𐌅𐌉𐌋𐌄𐌅𐌉𐌐𐌉𐌉𐌄𐌍𐌍𐌀𐌔,,,,,0.000,clean
6462,------trumuulve------,------trumuulve------,------𐌕𐌓𐌖𐌌𐌖𐌖𐌋𐌅𐌄------,,,,,0.000,clean
6476,------ceipacturuce,------ceipacturuce,------𐌂𐌄𐌉𐌐𐌀𐌂𐌕𐌖𐌓𐌖𐌂𐌄,,,,,0.000,clean
6496,vu,vu,𐌅𐌖,vu,,,,1.000,clean
6498,zra,zra,𐌆𐌓𐌀,zra,,,,1.000,clean
6504,ci,ci,𐌂𐌉,ci,,,,1.000,clean
6505,vru,vru,𐌅𐌓𐌖,vru,,,,1.000,clean
6509,lru,lru,𐌋𐌓𐌖,lru,,,,1.000,clean
658,spurin(i)al,spurin(i)al,𐌔𐌐𐌖𐌓𐌉𐌍(𐌉)𐌀𐌋,,,,,0.000,clean
659,murina,murina,𐌌𐌖𐌓𐌉𐌍𐌀,murina,mr-aulemurinamrs-arnthisdaughters-husband,,,1.000,clean
665,thaznthn(i)al,θaznθn(i)al,𐌈𐌀𐌆𐌍𐌈𐌍(𐌉)𐌀𐌋,,,,,0.000,clean
6672,prac(na),prac(na),𐌐𐌓𐌀𐌂(𐌍𐌀),,,,,0.000,clean
6673,arnthusa),arnθusa),𐌀𐌓𐌍𐌈𐌖𐌔𐌀),,tr,,,0.000,clean
6674,thumlana,θumlana,𐌈𐌖𐌌𐌋𐌀𐌍𐌀,θumlana,mr-thumlana,,,1.000,clean
6710,futumuza,futumuza,𐌚𐌖𐌕𐌖𐌌𐌖𐌆𐌀,futumuza,a-little-wine-jar,,,1.000,clean
6714,--amarcevel--nsnasturuce,--amarcevel--nsnasturuce,--𐌀𐌌𐌀𐌓𐌂𐌄𐌅𐌄𐌋--𐌍𐌔𐌍𐌀𐌔𐌕𐌖𐌓𐌖𐌂𐌄,,,,,0.000,clean
6715,peleis,peleis,𐌐𐌄𐌋𐌄𐌉𐌔,peleis,,,,1.000,clean
6723,fiasunu,fiasunu,𐌚𐌉𐌀𐌔𐌖𐌍𐌖,fiasunu,,,,1.000,clean
6725,zavena,zavena,𐌆𐌀𐌅𐌄𐌍𐌀,zavena,mr-larecezuchus,,,1.000,clean
6727,calizamas,calizamas,𐌂𐌀𐌋𐌉𐌆𐌀𐌌𐌀𐌔,calizamas,,,,1.000,clean
6728,enas,enas,𐌄𐌍𐌀𐌔,enas,,,,1.000,clean
6729,madicioeco,madicioeco,𐌌𐌀𐌃𐌉𐌂𐌉𐌏𐌄𐌂𐌏,madicioeco,,,,1.000,clean
6844,it--nturuc----------------------------------------s--,it--nturuc----------------------------------------s--,𐌉𐌕--𐌍𐌕𐌖𐌓𐌖𐌂----------------------------------------𐌔--,,thisdid-dedicatems-cavithelittle-greek-to-thedemigod-hercules,,,0.000,clean
6928,minemeties,minemeties,𐌌𐌉𐌍𐌄𐌌𐌄𐌕𐌉𐌄𐌔,minemeties,,,,1.000,clean
6942,ustiztite,ustiztite,𐌖𐌔𐌕𐌉𐌆𐌕𐌉𐌕𐌄,ustiztite,,,,1.000,clean
6945,imicaniasataiasi,imicaniasataiasi,𐌉𐌌𐌉𐌂𐌀𐌍𐌉𐌀𐌔𐌀𐌕𐌀𐌉𐌀𐌔𐌉,imicaniasataiasi,,,,1.000,clean
6946,lvlvllvti,lvlvllvti,𐌋𐌅𐌋𐌅𐌋𐌋𐌅𐌕𐌉,lvlvllvti,,,,1.000,clean
6954,zavenazina,zavenazina,𐌆𐌀𐌅𐌄𐌍𐌀𐌆𐌉𐌍𐌀,zavenazina,,,,1.000,clean
6965,cluntni,cluntni,𐌂𐌋𐌖𐌍𐌕𐌍𐌉,cluntni,,,,1.000,clean
699,pulfnasa,pulfnasa,𐌐𐌖𐌋𐌚𐌍𐌀𐌔𐌀,pulfnasa,,,,1.000,clean
6998,ch,χ,𐌙,χ,mr-aule,,,1.000,clean
7,mivetiestvelasnas,mivetiestvelasnas,𐌌𐌉𐌅𐌄𐌕𐌉𐌄𐌔𐌕𐌅𐌄𐌋𐌀𐌔𐌍𐌀𐌔,mivetiestvelasnas,,,,1.000,clean
7001,ises,ises,𐌉𐌔𐌄𐌔,ises,the-firstbornsmrseths,,,1.000,clean
7042,l(ar)th papasa,l(ar)θ papasa,𐌋(𐌀𐌓)𐌈 𐌐𐌀𐌐𐌀𐌔𐌀,papasa,mr-larththe-grandfathermrlarths-daughters-husband,,,0.500,clean
7044,rseiantialisa,rseiantialisa,𐌓𐌔𐌄𐌉𐌀𐌍𐌕𐌉𐌀𐌋𐌉𐌔𐌀,rseiantialisa,mrs-titimr-vescuniasmrs-seiantis-sonswife,,,1.000,clean
7045,calisne puial{--------},calisne puial{--------},𐌂𐌀𐌋𐌉𐌔𐌍𐌄 𐌐𐌖𐌉𐌀𐌋{--------},calisne,mr-taniacalisnefor-his-wifes,,,0.500,clean
7069,o t(e)n,o t(e)n,𐌏 𐌕(𐌄)𐌍,o,,,,0.500,clean
7071,achele,aχele,𐌀𐌙𐌄𐌋𐌄,aχele,,,,1.000,clean
7073,kathrni(e)s,kaθrni(e)s,𐌊𐌀𐌈𐌓𐌍𐌉(𐌄)𐌔,,,,,0.000,clean
7076,karsus,karsus,𐌊𐌀𐌓𐌔𐌖𐌔,karsus,,,,1.000,clean
7096,eca mutna,eca mutna,𐌄𐌂𐌀 𐌌𐌖𐌕𐌍𐌀,eca mutna,,,,1.000,clean
7097,an zil(a)chn(ce),an zil(a)χn(ce),𐌀𐌍 𐌆𐌉𐌋(𐌀)𐌙𐌍(𐌂𐌄),an,,,,0.500,clean
7111,th(a)n(a) pvrnei(al),θ(a)n(a) pvrnei(al),𐌈(𐌀)𐌍(𐌀) 𐌐𐌅𐌓𐌍𐌄𐌉(𐌀𐌋),,,,,0.000,clean
7117,e(cnatna),e(cnatna),𐌄(𐌂𐌍𐌀𐌕𐌍𐌀),,,,,0.000,clean
7118,e(cnatn)i,e(cnatn)i,𐌄(𐌂𐌍𐌀𐌕𐌍)𐌉,,ms-ecnati,,,0.000,clean
7122,tetinei(al) cumeresa,tetinei(al) cumeresa,𐌕𐌄𐌕𐌉𐌍𐌄𐌉(𐌀𐌋) 𐌂𐌖𐌌𐌄𐌓𐌄𐌔𐌀,cumeresa,,,,0.500,clean
7125,thansi(al) thansi(e)s,θansi(al) θansi(e)s,𐌈𐌀𐌍𐌔𐌉(𐌀𐌋) 𐌈𐌀𐌍𐌔𐌉(𐌄)𐌔,,,,,0.000,clean
7126,velus(a),velus(a),𐌅𐌄𐌋𐌖𐌔(𐌀),,mr-veltlesnamr-clatesmr-vels-daughters-husband,,,0.000,clean
7128,pernal,pernal,𐌐𐌄𐌓𐌍𐌀𐌋,pernal,,,,1.000,clean
7141,vipiakarmunipi,vipiakarmunipi,𐌅𐌉𐌐𐌉𐌀𐌊𐌀𐌓𐌌𐌖𐌍𐌉𐌐𐌉,vipiakarmunipi,,,,1.000,clean
7144,vluchmalu--,vluχmalu--,𐌅𐌋𐌖𐌙𐌌𐌀𐌋𐌖--,,of-mr-velour-king,,,0.000,clean
7152,minate,minate,𐌌𐌉𐌍𐌀𐌕𐌄,minate,,,,1.000,clean
7153,--------thans--------,--------θans--------,--------𐌈𐌀𐌍𐌔--------,,,,,0.000,clean
7159,mirafuvethuskasaliennaia,mirafuveθuskasaliennaia,𐌌𐌉𐌓𐌀𐌚𐌖𐌅𐌄𐌈𐌖𐌔𐌊𐌀𐌔𐌀𐌋𐌉𐌄𐌍𐌍𐌀𐌉𐌀,mirafuveθuskasaliennaia,,,,1.000,clean
7163,teces,teces,𐌕𐌄𐌂𐌄𐌔,teces,,,,1.000,clean
7173,fercle,fercle,𐌚𐌄𐌓𐌂𐌋𐌄,fercle,thegodbacchus,,,1.000,clean
7182,venza,venza,𐌅𐌄𐌍𐌆𐌀,venza,,,,1.000,clean
7189,ku,ku,𐌊𐌖,ku,,,,1.000,clean
7190,venke,venke,𐌅𐌄𐌍𐌊𐌄,venke,,,,1.000,clean
7192,spurinies,spurinies,𐌔𐌐𐌖𐌓𐌉𐌍𐌉𐌄𐌔,spurinies,,,,1.000,clean
7225,arnthi susie(s) percumsn(i)al,arnθi susie(s) percumsn(i)al,𐌀𐌓𐌍𐌈𐌉 𐌔𐌖𐌔𐌉𐌄(𐌔) 𐌐𐌄𐌓𐌂𐌖𐌌𐌔𐌍(𐌉)𐌀𐌋,arnθi,,,,0.333,clean
7226,venel(us) tamsnies an,venel(us) tamsnies an,𐌅𐌄𐌍𐌄𐌋(𐌖𐌔) 𐌕𐌀𐌌𐌔𐌍𐌉𐌄𐌔 𐌀𐌍,tamsnies an,mr-veneltamsnieshethe-leaderofthe-templeofthegoddesstansuriwasat-cerveteriadoptedsonof-mrs-larisimr-tamsniesmrs-arusmnsson,,,0.667,clean
7228,thsinpinurch,θsinpinurχ,𐌈𐌔𐌉𐌍𐌐𐌉𐌍𐌖𐌓𐌙,θsinpinurχ,the-collegeof-the-examinationof-the-entrails,,,1.000,clean
CIE 18.B.7,VЭOИIATZAS Uhd. VЭOИAI·ATZAS Fa.,VeOnIATZAS Uhd. VeOnAI·ATZAS Fa.,,VeOnIATZAS Uhd. VeOnAI ATZAS Fa.,,,,1.000,clean
7229,ar(ath) ilthcvav tenatha--------,ar(aθ) ilθcvav tenaθa--------,𐌀𐌓(𐌀𐌈) 𐌉𐌋𐌈𐌂𐌅𐌀𐌅 𐌕𐌄𐌍𐌀𐌈𐌀--------,ilθcvav,to-the-headmanmr-ceisinieand-to-mr-vel,,,0.333,clean
7240,a(rn)th larce mutin(i)al,a(rn)θ larce mutin(i)al,𐌀(𐌓𐌍)𐌈 𐌋𐌀𐌓𐌂𐌄 𐌌𐌖𐌕𐌉𐌍(𐌉)𐌀𐌋,larce,,,,0.333,clean
7241,------ncte------,------ncte------,------𐌍𐌂𐌕𐌄------,,------ncte------,,,0.000,clean
7244,xx------------thx------------xn,xx------------θx------------xn,𐌗𐌗------------𐌈𐌗------------𐌗𐌍,,xxthxxn,,,0.000,clean
7246,arnthunas l(a)r(isus) l(a)r(isusa),arnθunas l(a)r(isus) l(a)r(isusa),𐌀𐌓𐌍𐌈𐌖𐌍𐌀𐌔 𐌋(𐌀)𐌓(𐌉𐌔𐌖𐌔) 𐌋(𐌀)𐌓(𐌉𐌔𐌖𐌔𐌀),arnθunas,mr-arnthunaslarismrlariss-daughters-husband,,,0.333,clean
7247,tenurilxxxiii,tenurilxxxiii,𐌕𐌄𐌍𐌖𐌓𐌉𐌋𐌗𐌗𐌗𐌉𐌉𐌉,tenurilxxxiii,,,,1.000,clean
7248,mivelthurusfapal,mivelθurusfapal,𐌌𐌉𐌅𐌄𐌋𐌈𐌖𐌓𐌖𐌔𐌚𐌀𐌐𐌀𐌋,mivelθurusfapal,,,,1.000,clean
7258,miniur------ikea------,miniur------ikea------,𐌌𐌉𐌍𐌉𐌖𐌓------𐌉𐌊𐌄𐌀------,,,,,0.000,clean
7276,veti,veti,𐌅𐌄𐌕𐌉,veti,,,,1.000,clean
7285,venes,venes,𐌅𐌄𐌍𐌄𐌔,venes,ananrmedid-write,,,1.000,clean
7287,aevzfithiklmnpsrstufchf,aevzfiθiklmnpsrstufχf,𐌀𐌄𐌅𐌆𐌚𐌉𐌈𐌉𐌊𐌋𐌌𐌍𐌐𐌔𐌓𐌔𐌕𐌖𐌚𐌙𐌚,aevzfiθiklmnpsrstufχf,abc,,,1.000,clean
7288,mirafuvusavileia,mirafuvusavileia,𐌌𐌉𐌓𐌀𐌚𐌖𐌅𐌖𐌔𐌀𐌅𐌉𐌋𐌄𐌉𐌀,mirafuvusavileia,,,,1.000,clean
7292,------centani,------centani,------𐌂𐌄𐌍𐌕𐌀𐌍𐌉,,menofvolci,,,0.000,clean
7293,ar--thni,ar--θni,𐌀𐌓--𐌈𐌍𐌉,,mrs-arathni,,,0.000,clean
733,artnei(al) l(ar)th(us),artnei(al) l(ar)θ(us),𐌀𐌓𐌕𐌍𐌄𐌉(𐌀𐌋) 𐌋(𐌀𐌓)𐌈(𐌖𐌔),,mr-thanamrs-artneismr-larths,,,0.000,clean
735,venete,venete,𐌅𐌄𐌍𐌄𐌕𐌄,venete,mr-luciusvenetemr-velsson,,,1.000,clean
736,s(e)n(n)ae,s(e)n(n)ae,𐌔(𐌄)𐌍(𐌍)𐌀𐌄,,mr-luciussennassonmrtitus,,,0.000,clean
7404,thania veltsnei(al) larth(i)alisa armni luesnas,θania veltsnei(al) larθ(i)alisa armni luesnas,𐌈𐌀𐌍𐌉𐌀 𐌅𐌄𐌋𐌕𐌔𐌍𐌄𐌉(𐌀𐌋) 𐌋𐌀𐌓𐌈(𐌉)𐌀𐌋𐌉𐌔𐌀 𐌀𐌓𐌌𐌍𐌉 𐌋𐌖𐌄𐌔𐌍𐌀𐌔,θania armni luesnas,,,,0.600,clean
7407,veltsna(s),veltsna(s),𐌅𐌄𐌋𐌕𐌔𐌍𐌀(𐌔),,,,,0.000,clean
CIE 1899,∃TATI:M:A:J 1A:D:AΠ:∃∃: A2Ψ:937 la:minate | velia cai | petrusa,eTATI:M:A:J 1A:D:AΠ:ee: A2Ψ:937 la:minate | velia cai | petrusa,,,,,,0.000,ocr_failed
CIE 18.A.1,IИИA·IИV·Z·A Lanzi IЭИЭA·IИV·Z·A Fa.,InnA·InV·Z·A Lanzi IeneA·InV·Z·A Fa.,,InnA InV Z A Lanzi IeneA InV Z A Fa.,,,,1.000,clean
CIE 18.A.11,ЭDAИV·IA·ЭIAИAИ·ЭIVЭ Lanzi ЭDAИV·IA·ЭIAИAИ·ЭIVЭ Fa.,eDAnV·IA·eIAnAn·eIVe Lanzi eDAnV·IA·eIAnAn·eIVe Fa.,,eDAnV IA eIAnAn eIVe Lanzi eDAnV IA eIAnAn eIVe Fa.,,,,1.000,clean
CIE 18.A.12,VЭIAЭIЭIOЭЭ·[A]ИZIIЭAИ Fa.,VeIAeIeIOee·[A]nZIIeAn Fa.,𐌅𐌄𐌉𐌀𐌄𐌉𐌄𐌉𐌏𐌄𐌄·[𐌀]𐌍𐌆𐌉𐌉𐌄𐌀𐌍 𐌚𐌀.,VeIAeIeIOee Fa.,,,,0.667,clean
CIE 18.A.13,VЭIAЭIЭIOЭЭ·[A]ИZIIЭAИ Fa.,VeIAeIeIOee·[A]nZIIeAn Fa.,𐌅𐌄𐌉𐌀𐌄𐌉𐌄𐌉𐌏𐌄𐌄·[𐌀]𐌍𐌆𐌉𐌉𐌄𐌀𐌍 𐌚𐌀.,VeIAeIeIOee Fa.,,,,0.667,clean
CIE 18.A.2,IИV·I·IOA·I·IИV·Z·A Lanzi IИV·I·IOA·I·IИV·Z·A Fa.,InV·I·IOA·I·InV·Z·A Lanzi InV·I·IOA·I·InV·Z·A Fa.,,InV I IOA I InV Z A Lanzi InV I IOA I InV Z A Fa.,,,,1.000,clean
CIE 18.A.3,IAIИAЭЭ·IИV·Z·A Lanzi IAIИAЭЭ·IИV·Z·A Fa.,IAInAee·InV·Z·A Lanzi IAInAee·InV·Z·A Fa.,,IAInAee InV Z A Lanzi IAInAee InV Z A Fa.,,,,1.000,clean
CIE 18.A.4,IAIЭIЭD·IИV·Z·A Lanzi IAIЭIЭD·IИV·Z·A Fa.,IAIeIeD·InV·Z·A Lanzi IAIeIeD·InV·Z·A Fa.,,IAIeIeD InV Z A Lanzi IAIeIeD InV Z A Fa.,,,,1.000,clean
CIE 18.A.5,IAIИVЭ8·AИV·IЭ·A Lanzi IAIИVЭ8·AИV·IЭ·A Fa.,IAInVe8·AnV·Ie·A Lanzi IAInVe8·AnV·Ie·A Fa.,,,,,,0.000,ocr_failed
CIE 18.A.6,ИAИA·A·AИV·ЭI·A Lanzi ИAIA·A Fa.,nAnA·A·AnV·eI·A Lanzi nAIA·A Fa.,,nAnA A AnV eI A Lanzi nAIA A Fa.,,,,1.000,clean
CIE 18.A.7,IAIИИЭA·AИV·I·Э Fa.,IAInneA·AnV·I·e Fa.,𐌉𐌀𐌉𐌍𐌍𐌄𐌀·𐌀𐌍𐌅·𐌉·𐌄 𐌚𐌀.,IAInneA AnV I e Fa.,,,,1.000,clean
CIE 18.A.8,ЭИVЭ·X·IOA·I·I Lanzi ЭИVЭ·VЭOИA·I Fa.,enVe·X·IOA·I·I Lanzi enVe·VeOnA·I Fa.,,enVe X IOA I I Lanzi enVe VeOnA I Fa.,,,,1.000,clean
CIE 18.a-b,AVЭAMVЭ AЭZAIЭZ TИVOVЭ IТATЭЭZIA,AVeAMVe AeZAIeZ TnVOVe ItATeeZIA,𐌀𐌅𐌄𐌀𐌌𐌅𐌄 𐌀𐌄𐌆𐌀𐌉𐌄𐌆 𐌕𐌍𐌅𐌏𐌅𐌄 𐌉𐌕𐌀𐌕𐌄𐌄𐌆𐌉𐌀,AVeAMVe AeZAIeZ TnVOVe ItATeeZIA,,,,1.000,clean
CIE 18.B.1,VITVIAMAHV·V8IЭDA Fa.,VITVIAMAHV·V8IeDA Fa.,,,,,,0.000,ocr_failed
CIE 18.B.10,IЭIЭIЭ·ЭZAI Fa.,IeIeIe·eZAI Fa.,,IeIeIe eZAI Fa.,,,,1.000,clean
CIE 18.B.12,XЭAI·VЭOИAI·ЭИIЭ8·ЭOИVЭAИV Fa.,XeAI·VeOnAI·enIe8·eOnVeAnV Fa.,,,,,,0.000,ocr_failed
CIE 18.B.2,VЭOИA·I,VeOnA·I,𐌅𐌄𐌏𐌍𐌀·𐌉,VeOnA I,,,,1.000,clean
CIE 18.B.3,IVIИA Fa.,IVInA Fa.,,IVInA Fa.,,,,1.000,clean
CIE 18.B.4,VИV·V8·VЭOИAI Fa.,VnV·V8·VeOnAI Fa.,,,,,,0.000,ocr_failed
CIE 19,KK·LIDIAI9V ƆH·V7L2AƆ·AHƆI∃,KK·LIDIAI9V cH·V7L2Ac·AHcIe,,,,,,0.000,ocr_failed
CIE 1905,AZINIA:IVMVI:AIMAO,AZINIA:IVMVI:AIMAO,,AZINIA IVMVI AIMAO,,,,1.000,clean
CIE 1906,TAMIA VJIA AIN,TAMIA VJIA AIN,,,,,,0.000,needs_review
CIE 1907,IANIA AZINIVA,IANIA AZINIVA,,IANIA AZINIVA,,,,1.000,clean
CIE 1908,AZINIVA:AIMVJA:IANIA,AZINIVA:AIMVJA:IANIA,,,,,,0.000,needs_review
CIE 1909,VJ:JA:VI ...JV... ...JV....,VJ:JA:VI ...JV... ...JV....,,,,,,0.000,needs_review
CIE 1910,HIA:AHA AO AMJIA,HIA:AHA AO AMJIA,,,,,,0.000,needs_review
CIE 1911,𐌂𐌀𐌉 𐌇𐌄𐌓𐌄𐌍𐌉 𐌐𐌄𐌕𐌉𐌍𐌀𐌕𐌉𐌀𐌋,cai : hereni : petinatial,𐌂𐌀𐌉 : 𐌇𐌄𐌓𐌄𐌍𐌉 : 𐌐𐌄𐌕𐌉𐌍𐌀𐌕𐌉𐌀𐌋,cai hereni petinatial,,,,1.000,clean
CIE 2113,AIV1:M9V0J39:A,arniθal : velθurs : puia,𐌀𐌓𐌍𐌉𐌈𐌀𐌋 : 𐌅𐌄𐌋𐌈𐌖𐌓𐌔 : 𐌐𐌖𐌉𐌀,arniθal velθurs puia,,,,1.000,clean
CIE 1912,𐌀𐌉𐌇𐌙𐌖𐌔𐌉𐌏:𐌔𐌉𐌌𐌉𐌀):𐌀𐌔,fa : cainei : hisunia,𐌚𐌀 : 𐌂𐌀𐌉𐌍𐌄𐌉 : 𐌇𐌉𐌔𐌖𐌍𐌉𐌀,fa cainei hisunia,,,,1.000,clean
CIE 1927,MЯ AЯASAM·ЭИ·ЭИ JAX la·cale·me mefanaЯnal,Mr ArASAM·en·en JAX la·cale·me mefanarnal,,,,,,0.000,needs_review
CIE 1913,:𐌌𐌉𐌏𐌖𐌍:𐌔𐌉𐌌𐌉𐌀):𐌀𐌉𐌇𐌀𐌏,Pania : cainei : nuvis:,,Pania cainei nuvis,,,,1.000,clean
CIE 1914,𐌀𐌕𐌉𐌍𐌀 𐌍𐌖𐌉𐌔 𐌖𐌌𐌉𐌙𐌀,velia nuvis atina,𐌅𐌄𐌋𐌉𐌀 𐌍𐌖𐌅𐌉𐌔 𐌀𐌕𐌉𐌍𐌀,velia nuvis atina,,,,1.000,clean
CIE 1916,[:𐌋𐌀𐌍𐌓𐌍𐌀 𐌖𐌕𐌀𐌐 𐌉𐌀𐌂 𐌄𐌋𐌖𐌀],aule cai patu | arndal,𐌀𐌖𐌋𐌄 𐌂𐌀𐌉 𐌐𐌀𐌕𐌖 | 𐌀𐌓𐌍𐌃𐌀𐌋,aule cai patu arndal,,,,1.000,clean
CIE 1917,𐌀𐌋𐌍𐌓𐌀 𐌄𐌀𐌂 𐌖𐌀,au[.]cae.arnt[al],𐌀𐌖[.]𐌂𐌀𐌄.𐌀𐌓𐌍𐌕[𐌀𐌋],,,,,0.000,clean
CIE 1918,𐌀𐌖𐌋𐌄 𐌀𐌉𐌍𐌀 𐌖𐌀,H SA VA Corssen; ....H SA VA Fa.; in fine aina vel nina Da. sched.,,H SA VA Corssen ....H SA VA Fa. in fine aina vel nina Da. sched.,,,,1.000,clean
CIE 1919,larθ : cae : pexe : cainal,larθ : cae : pexe : cainal,𐌋𐌀𐌓𐌈 : 𐌂𐌀𐌄 : 𐌐𐌄𐌗𐌄 : 𐌂𐌀𐌉𐌍𐌀𐌋,larθ cae pexe cainal,,,,1.000,clean
CIE 192,IARVNA RIGAL IARVNAIAR,IARVNA RIGAL IARVNAIAR,,IARVNA RIGAL IARVNAIAR,,,,1.000,clean
CIE 1920,larθ : cae : pexe : trepinal,larθ : cae : pexe : trepinal,𐌋𐌀𐌓𐌈 : 𐌂𐌀𐌄 : 𐌐𐌄𐌗𐌄 : 𐌕𐌓𐌄𐌐𐌉𐌍𐌀𐌋,larθ cae pexe trepinal,,,,1.000,clean
CIE 1926,IHDAƆ·ЭЯPЭЯИ seθre·caЯnilsi [a],IHDAc·erPern seθre·carnilsi [a],,IHDAc erPern seθre carnilsi,,,,0.800,clean
CIE 1928,ЭИЯЭAD·AJ la·cale·me,enreAD·AJ la·cale·me,,,,,,0.000,needs_review
CIE 1929,HЭ·IЭAЭ·VЭIЭ larЯi·cali·vel,He·IeAe·VeIe larri·cali·vel,𐌇𐌄·𐌉𐌄𐌀𐌄·𐌅𐌄𐌉𐌄 𐌋𐌀𐌓𐌓𐌉·𐌂𐌀𐌋𐌉·𐌅𐌄𐌋,He IeAe VeIe larri cali vel,,,,1.000,clean
CIE 1930,ЭAЭIЭIЭ·HЭIЭAЭЭA aЯ·caliti·vipias,eAeIeIe·HeIeAeeA ar·caliti·vipias,𐌄𐌀𐌄𐌉𐌄𐌉𐌄·𐌇𐌄𐌉𐌄𐌀𐌄𐌄𐌀 𐌀𐌓·𐌂𐌀𐌋𐌉𐌕𐌉·𐌅𐌉𐌐𐌉𐌀𐌔,eAeIeIe HeIeAeeA ar caliti vipias,,,,1.000,clean
CIE 1931,TAMAЭAЭЭIЭИ Tania·Calinai,TAMAeAeeIen Tania·Calinai,,TAMAeAeeIen Tania Calinai,,,,1.000,clean
CIE 1932,ЯЭЯЭЭ·ЭЭЭ:IИЯIЭAЭЭ:ЭЭИ [la]ЯЯ:calisni:seθresa,reree·eee:InrIeAee:een [la]rr:calisni:seθresa,𐌓𐌄𐌓𐌄𐌄·𐌄𐌄𐌄:𐌉𐌍𐌓𐌉𐌄𐌀𐌄𐌄:𐌄𐌄𐌍 [𐌋𐌀]𐌓𐌓:𐌂𐌀𐌋𐌉𐌔𐌍𐌉:𐌔𐌄𐌈𐌓𐌄𐌔𐌀,reree eee InrIeAee een calisni seθresa,,,,0.857,clean
CIE 1933,XЭIЭA·MIИЭIЭVЭX·XЭЯIЭAЭ larisal·kalsniЯ·aviati,XeIeA·MIneIeVeX·XerIeAe larisal·kalsnir·aviati,𐌗𐌄𐌉𐌄𐌀·𐌌𐌉𐌍𐌄𐌉𐌄𐌅𐌄𐌗·𐌗𐌄𐌓𐌉𐌄𐌀𐌄 𐌋𐌀𐌓𐌉𐌔𐌀𐌋·𐌊𐌀𐌋𐌔𐌍𐌉𐌓·𐌀𐌅𐌉𐌀𐌕𐌉,XeIeA MIneIeVeX XerIeAe larisal kalsnir aviati,,,,1.000,clean
CIE 1934,ЭAIЭIЭVO·IИIЭAЭ·ЭAЭ lart·calisni·ЯuriciaЯ,eAIeIeVO·InIeAe·eAe lart·calisni·ruriciar,𐌄𐌀𐌉𐌄𐌉𐌄𐌅𐌏·𐌉𐌍𐌉𐌄𐌀𐌄·𐌄𐌀𐌄 𐌋𐌀𐌓𐌕·𐌂𐌀𐌋𐌉𐌔𐌍𐌉·𐌓𐌖𐌓𐌉𐌂𐌉𐌀𐌓,eAIeIeVO InIeAe eAe lart calisni ruriciar,,,,1.000,clean
CIE 1935,AИIИAЭIИЭЯIЭЭЭAЭ larЯ·calisni v anina,AnInAeInerIeeeAe larr·calisni v anina,𐌀𐌍𐌉𐌍𐌀𐌄𐌉𐌍𐌄𐌓𐌉𐌄𐌄𐌄𐌀𐌄 𐌋𐌀𐌓𐌓·𐌂𐌀𐌋𐌉𐌔𐌍𐌉 𐌅 𐌀𐌍𐌉𐌍𐌀,AnInAeInerIeeeAe larr calisni v anina,,,,1.000,clean
CIE 1936,ARVAMINISIASIA IAQDAL ar:calisni:sapusa|lar:dal,ARVAMINISIASIA IAQDAL ar:calisni:sapusa|lar:dal,,ARVAMINISIASIA IAQDAL ar calisni sapusa lar dal,,,,1.000,clean
CIE 1937,RIVAS:IAQDAL VAMIDV M:ISN :MONEQ lar:di:calisnei:murinal|ren:n,RIVAS:IAQDAL VAMIDV M:ISN :MONEQ lar:di:calisnei:murinal|ren:n,,RIVAS IAQDAL VAMIDV M ISN MONEQ lar di calisnei murinal ren n,,,,1.000,clean
CIE 1942,AMAMAS:IVA VANIAS:IAQAI aule:camarine|lar:al:cainal,AMAMAS:IVA VANIAS:IAQAI aule:camarine|lar:al:cainal,,AMAMAS IVA VANIAS IAQAI aule camarine lar al cainal,,,,1.000,clean
